;reaTZon_y;Change(T_zone);reaPHeaPum_y;oveHeaPumY_u;Change(u_hp);weaSta_reaWeaTDryBul_y;Change(Ambient temperature);weaSta_reaWeaHDirNor_y;Change(direct radiation);reaPFan_y;reaPPumEmi_y;Addition(el. Power emission circuit + el. Power Fan);total power hp;oveFan_u;Change(u_fan);PriceElectricPowerDynamic;Product(el. Power Price * el. Power HP);Func(logistic);time;Error(T_zone);Target(T_zone);LowerBound(T_zone);UpperBound(T_zone);Mode(T_zone);Error(el. Power HP);Target(el. Power HP);LowerBound(el. Power HP);UpperBound(el. Power HP);Mode(el. Power HP)
21;293.4728971;0.03617974;2998.899287;0.202309007;-0.797690993;269.3966667;-0.021458333;0;0;510.2040816;20.49864428;530.7027259;3529.602013;1;0;0.2383;0.7146377;1;1546320600;2.005748361;295.4786455;294.15;297.15;Mode(Identification);-2998.899287;0;;;Mode(Steady)
22;293.48961;0.016712924;1466.767558;0.590346982;0.388037974;269.376875;-0.019791667;0;0;510.2040816;20.49864428;530.7027259;1997.470284;1;0;0.2383;0.349530709;1;1546321500;1.989035437;295.4786455;294.15;297.15;Mode(Identification);-1466.767558;0;;;Mode(Steady)
23;293.4709211;-0.018688879;2188.939356;1;0.409653018;269.35;-0.026875;0;0;510.2040816;20.49864428;530.7027259;2719.642082;1;0;0.2383;0.521624248;1;1546322400;2.007724316;295.4786455;288.15;303.15;Mode(Identification);-2188.939356;0;;;Mode(Steady)
24;293.4530116;-0.017909507;2976.241051;1;0;269.3023438;-0.04765625;0;0;510.2040816;20.49864428;530.7027259;3506.943777;1;0;0.2383;0.709238242;1;1546323300;2.025633823;295.4786455;288.15;303.15;Mode(Identification);-2976.241051;0;;;Mode(Steady)
25;293.4529973;-1.44E-05;2981.512299;1;0;269.2395833;-0.062760417;0;0;510.2040816;20.49864428;530.7027259;3512.215025;1;0;0.2383;0.710494381;1;1546324200;2.025648205;295.4786455;288.15;303.15;Mode(Identification);-2981.512299;0;;;Mode(Steady)
26;293.4648847;0.011887471;2984.866395;1;0;269.1820312;-0.057552083;0;0;510.2040816;20.49864428;530.7027259;3515.569121;1;0;0.2383;0.711293662;1;1546325100;2.013760735;295.4786455;288.15;303.15;Mode(Identification);-2984.866395;0;;;Mode(Steady)
27;293.4836614;0.018776639;2987.691376;1;0;269.15;-0.03203125;0;0;510.2040816;20.49864428;530.7027259;3518.394102;1;0;0.2666;0.796518521;1;1546326000;1.994984096;295.4786455;288.15;303.15;Mode(Identification);-2987.691376;0;;;Mode(Steady)
28;293.4608253;-0.022836092;2993.965073;1;0;269.2785937;0.12859375;0;0;510.2040816;20.49864428;530.7027259;3524.667799;1;0;0.2666;0.798191088;1;1546326900;2.017820188;295.4786455;288.15;303.15;Mode(Identification);-2993.965073;0;;;Mode(Steady)
29;293.4828506;0.022025363;3005.50396;1;0;269.58875;0.31015625;0;0;510.2040816;20.49864428;530.7027259;3536.206685;1;0;0.2666;0.801267356;1;1546327800;1.995794824;295.4786455;288.15;303.15;Mode(Identification);-3005.50396;0;;;Mode(Steady)
30;293.5163548;0.033504134;3018.412293;1;0;269.9295312;0.34078125;0;0;510.2040816;20.49864428;530.7027259;3549.115019;1;0;0.2666;0.804708717;1;1546328700;1.962290691;295.4786455;288.15;303.15;Mode(Identification);-3018.412293;0;;;Mode(Steady)
31;293.5540863;0.037731531;3028.315597;1;0;270.15;0.22046875;0;0;510.2040816;20.49864428;530.7027259;3559.018323;1;0;0.2666;0.807348938;1;1546329600;1.924559159;295.4786455;288.15;303.15;Mode(Identification);-3028.315597;0;;;Mode(Steady)
32;293.5911106;0.037024255;3034.544039;1;0;270.25875;0.10875;0;0;510.2040816;20.49864428;530.7027259;3565.246765;1;0;0.2666;0.809009441;1;1546330500;1.887534905;295.4786455;288.15;303.15;Mode(Identification);-3034.544039;0;;;Mode(Steady)
33;293.6284587;0.037348166;3040.240916;1;0;270.355;0.09625;0;0;510.2040816;20.49864428;530.7027259;3570.943642;1;0;0.2666;0.810528228;1;1546331400;1.850186738;295.4786455;288.15;303.15;Mode(Identification);-3040.240916;0;;;Mode(Steady)
34;293.6658667;0.037407997;3045.028869;1;0;270.42375;0.06875;0;0;510.2040816;20.49864428;530.7027259;3575.731594;1;0;0.2666;0.811804696;1;1546332300;3.667345364;297.3332121;288.15;303.15;Mode(Identification);-3045.028869;0;;;Mode(Steady)
35;293.7020191;0.036152415;3048.451133;1;0;270.45;0.02625;0;0;510.2040816;20.49864428;530.7027259;3579.153859;1;0;0.2666;0.812717072;1;1546333200;3.631192949;297.3332121;288.15;303.15;Mode(Identification);-3048.451133;0;;;Mode(Steady)
36;293.7357509;0.033731739;3050.82524;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3581.527966;1;0;0.2666;0.813350009;1;1546334100;3.59746121;297.3332121;288.15;303.15;Mode(Identification);-3050.82524;0;;;Mode(Steady)
37;293.7671167;0.031365838;3053.019734;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3583.72246;1;0;0.2666;0.813935061;1;1546335000;3.566095372;297.3332121;288.15;303.15;Mode(Identification);-3053.019734;0;;;Mode(Steady)
38;293.7970501;0.029933427;3055.069104;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3585.77183;1;0;0.2666;0.814481423;1;1546335900;3.536161945;297.3332121;288.15;303.15;Mode(Identification);-3055.069104;0;;;Mode(Steady)
39;293.8271491;0.03009892;3056.991509;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3587.694235;1;0;0.2666;0.814993936;1;1546336800;3.506063025;297.3332121;288.15;303.15;Mode(Identification);-3056.991509;0;;;Mode(Steady)
40;293.8586976;0.031548518;3058.802927;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3589.505653;1;0;0.2666;0.81547686;1;1546337700;3.474514507;297.3332121;288.15;303.15;Mode(Identification);-3058.802927;0;;;Mode(Steady)
41;293.8925211;0.033823569;3060.519798;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3591.222524;1;0;0.2666;0.815934578;1;1546338600;3.440690938;297.3332121;288.15;303.15;Mode(Identification);-3060.519798;0;;;Mode(Steady)
42;293.928519;0.035997899;3062.158575;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3592.861301;1;0;0.2666;0.816371476;1;1546339500;3.404693039;297.3332121;288.15;303.15;Mode(Identification);-3062.158575;0;;;Mode(Steady)
43;293.9658002;0.037281197;3063.735126;1;0;270.45;0;0;0;510.2040816;20.49864428;530.7027259;3594.437852;1;0;0.2666;0.816791785;1;1546340400;3.367411842;297.3332121;288.15;303.15;Mode(Identification);-3063.735126;0;;;Mode(Steady)
44;294.0025128;0.036712532;3065.462582;1;0;270.4578125;0.0078125;0;0;510.2040816;20.49864428;530.7027259;3596.165308;1;0;0.2666;0.817252324;1;1546341300;3.33069931;297.3332121;288.15;303.15;Mode(Identification);-3065.462582;0;;;Mode(Steady)
45;294.0363116;0.033798824;3067.796837;1;0;270.4875;0.0296875;0;0;510.2040816;20.49864428;530.7027259;3598.499563;1;0;0.2666;0.817874637;1;1546342200;3.296900486;297.3332121;288.15;303.15;Mode(Identification);-3067.796837;0;;;Mode(Steady)
46;294.0685168;0.032205203;3071.056423;1;0;270.5484375;0.0609375;0;0;510.2040816;20.49864428;530.7027259;3601.759149;1;0;0.2666;0.818743642;1;1546343100;3.264695283;297.3332121;288.15;303.15;Mode(Identification);-3071.056423;0;;;Mode(Steady)
47;294.102616;0.034099192;3075.566678;1;0;270.65;0.1015625;0;0;510.2040816;20.49864428;530.7027259;3606.269404;1;0;0.2666;0.819946076;1;1546344000;3.230596091;297.3332121;288.15;303.15;Mode(Identification);-3075.566678;0;;;Mode(Steady)
48;294.1412664;0.038650436;3080.976286;1;0;270.775;0.125;0;0;510.2040816;20.49864428;530.7027259;3611.679011;1;0;0.2666;0.821388278;1;1546344900;3.191945654;297.3332121;288.15;303.15;Mode(Identification);-3080.976286;0;;;Mode(Steady)
49;294.1849382;0.043671809;3086.513965;1;0;270.9;0.125;0;0;510.2040816;20.49864428;530.7027259;3617.216691;1;0;0.2666;0.822864623;1;1546345800;5.233900962;299.4188392;288.15;303.15;Mode(Identification);-3086.513965;0;;;Mode(Steady)
50;294.2330004;0.048062203;3092.159532;1;0;271.025;0.125;0;0;510.2040816;20.49864428;530.7027259;3622.862258;1;0;0.2666;0.824369731;1;1546346700;5.185838759;299.4188392;288.15;303.15;Mode(Identification);-3092.159532;0;;;Mode(Steady)
51;294.2832326;0.050232162;3097.90786;1;0;271.15;0.125;0;0;510.2040816;20.49864428;530.7027259;3628.610586;1;0;0.2666;0.825902235;1;1546347600;5.135606597;299.4188392;288.15;303.15;Mode(Identification);-3097.90786;0;;;Mode(Steady)
52;294.3316681;0.048435465;3103.756006;1;0;271.275;0.125;0;0;510.2040816;20.49864428;530.7027259;3634.458732;1;0;0.2666;0.827461351;1;1546348500;5.087171132;299.4188392;288.15;303.15;Mode(Identification);-3103.756006;0;;;Mode(Steady)
53;294.3773927;0.045724626;3109.697294;1;0;271.4;0.125;0;0;510.2040816;20.49864428;530.7027259;3640.400019;1;0;0.2666;0.829045298;1;1546349400;5.041446507;299.4188392;288.15;303.15;Mode(Identification);-3109.697294;0;;;Mode(Steady)
54;294.4220622;0.044669537;3115.720181;1;0;271.525;0.125;0;0;510.2040816;20.49864428;530.7027259;3646.422906;1;0;0.2666;0.830651;1;1546350300;6.76686782;301.18893;288.15;303.15;Mode(Identification);-3115.720181;0;;;Mode(Steady)
55;294.466616;0.044553792;3121.812723;1;0;271.65;0.125;0;0;510.2040816;20.49864428;530.7027259;3652.515449;1;0;0.2666;0.832275272;1;1546351200;6.722314028;301.18893;288.15;303.15;Mode(Identification);-3121.812723;0;;;Mode(Steady)
56;294.5119195;0.045303478;3127.718562;1;0;271.7659375;0.1159375;0;0;510.2040816;20.49864428;530.7027259;3658.421288;1;0;0.2666;0.833849769;1;1546352100;6.67701055;301.18893;288.15;303.15;Mode(Identification);-3127.718562;0;;;Mode(Steady)
57;294.5579943;0.046074787;3133.201916;1;0;271.8675;0.1015625;0;0;510.2040816;20.49864428;530.7027259;3663.904642;1;0;0.2666;0.835311631;1;1546353000;6.630935763;301.18893;288.15;303.15;Mode(Identification);-3133.201916;0;;;Mode(Steady)
58;294.6059008;0.047906493;3138.412562;1;0;271.9603125;0.0928125;0;0;510.2040816;20.49864428;530.7027259;3669.115288;1;0;0.2666;0.836700789;1;1546353900;6.58302927;301.18893;288.15;303.15;Mode(Identification);-3138.412562;0;;;Mode(Steady)
59;294.6591797;0.053278924;3143.526923;1;0;272.05;0.0896875;0;0;510.2040816;20.49864428;530.7027259;3674.229649;1;0;0.2666;0.838064278;1;1546354800;6.529750347;301.18893;288.15;303.15;Mode(Identification);-3143.526923;0;;;Mode(Steady)
60;294.7199872;0.060807506;3148.554857;1;0;272.135;0.085;0;0;510.2040816;20.49864428;530.7027259;3679.257582;1;0;0.2666;0.839404725;1;1546355700;6.468942841;301.18893;288.15;303.15;Mode(Identification);-3148.554857;0;;;Mode(Steady)
61;294.7871514;0.067164227;3153.144692;1;0;272.2033333;0.068333333;0;0;510.2040816;20.49864428;530.7027259;3683.847418;1;0;0.2666;0.840628375;1;1546356600;6.401778614;301.18893;288.15;303.15;Mode(Identification);-3153.144692;0;;;Mode(Steady)
62;294.8552273;0.068075915;3156.975754;1;0;272.245;0.041666667;0;0;510.2040816;20.49864428;530.7027259;3687.67848;1;0;0.2666;0.841649736;1;1546357500;6.333702699;301.18893;288.15;303.15;Mode(Identification);-3156.975754;0;;;Mode(Steady)
63;294.9207831;0.065555734;3159.694054;1;0;272.25;0.005;0;0;510.2040816;20.49864428;530.7027259;3690.39678;1;0;0.2666;0.842374435;1;1546358400;6.268146965;301.18893;288.15;303.15;Mode(Identification);-3159.694054;0;;;Mode(Steady)
64;294.9743545;0.053571447;3161.262556;1;0;272.2210937;-0.02890625;0;0;510.2040816;20.49864428;530.7027259;3691.965282;1;0;0.2666;0.842792597;1;1546359300;6.214575518;301.18893;288.15;303.15;Mode(Identification);-3161.262556;0;;;Mode(Steady)
65;295.0204223;0.04606775;3162.082575;1;0;272.1729167;-0.048177083;0;0;510.2040816;20.49864428;530.7027259;3692.785301;1;0;0.2666;0.843011214;1;1546360200;6.168507768;301.18893;288.15;303.15;Mode(Identification);-3162.082575;0;;;Mode(Steady)
66;295.068424;0.048001711;3162.37353;1;0;272.1132813;-0.059635417;0;0;510.2040816;20.49864428;530.7027259;3693.076256;1;0;0.2666;0.843088783;1;1546361100;6.120506057;301.18893;288.15;303.15;Mode(Identification);-3162.37353;0;;;Mode(Steady)
67;295.0910857;0.022661691;3162.379448;1;0;272.05;-0.06328125;0;0;510.2040816;20.49864428;530.7027259;3693.082174;1;0;0.2666;0.843090361;1;1546362000;6.097844366;301.18893;288.15;303.15;Mode(Identification);-3162.379448;0;;;Mode(Steady)
68;295.0988328;0.007747154;3161.902064;1;0;271.9773438;-0.07265625;0;0;510.2040816;20.49864428;530.7027259;3692.60479;1;0;0.2666;0.84296309;1;1546362900;6.090097212;301.18893;288.15;303.15;Mode(Identification);-3161.902064;0;;;Mode(Steady)
69;295.1026498;0.003816985;3160.767634;1;0;271.89375;-0.08359375;0;0;510.2040816;20.49864428;530.7027259;3691.47036;1;0;0.2666;0.842660651;1;1546363800;7.84478636;302.9474362;288.15;303.15;Mode(Identification);-3160.767634;0;;;Mode(Steady)
70;295.1074261;0.004776263;3159.410641;1;0;271.8132813;-0.08046875;0;0;510.2040816;20.49864428;530.7027259;3690.113367;1;0;0.2666;0.842298877;1;1546364700;7.840010097;302.9474362;288.15;303.15;Mode(Identification);-3159.410641;0;;;Mode(Steady)
71;295.1138735;0.006447459;3158.317797;1;0;271.75;-0.06328125;0;0;510.2040816;20.49864428;530.7027259;3689.020522;1;0;0.2666;0.842007525;1;1546365600;7.833562638;302.9474362;288.15;303.15;Mode(Identification);-3158.317797;0;;;Mode(Steady)
72;295.120959;0.007085426;3158.605499;1;0;271.7398438;-0.01015625;0;0;510.2040816;20.49864428;530.7027259;3689.308225;1;0;0.2666;0.842084226;1;1546366500;7.826477212;302.9474362;288.15;303.15;Mode(Identification);-3158.605499;0;;;Mode(Steady)
73;295.1320187;0.011059778;3160.532509;1;0;271.78125;0.04140625;0;0;510.2040816;20.49864428;530.7027259;3691.235235;1;0;0.2666;0.842597967;1;1546367400;7.815417434;302.9474362;288.15;303.15;Mode(Identification);-3160.532509;0;;;Mode(Steady)
74;295.1481553;0.016136569;3162.87524;1;0;271.8320313;0.05078125;0;0;510.2040816;20.49864428;530.7027259;3693.577966;1;0;0.2666;0.843222539;1;1546368300;7.799280865;302.9474362;288.15;303.15;Mode(Identification);-3162.87524;0;;;Mode(Steady)
75;295.1684924;0.020337076;3164.31896;0;-1;271.85;0.01796875;0;0;510.2040816;20.49864428;530.7027259;3695.021686;1;0;0.2666;0.843607435;0.006692851;1546369200;1.812371189;296.9808636;294.15;297.15;Mode(Identification);-3164.31896;0;;;Mode(Steady)
76;295.1550917;-0.013400716;0;0;0;271.8098437;-0.04015625;0;0;0;0;0;0;0;-1;0.2666;0;0.006692851;1546370100;1.825771905;296.9808636;294.15;297.15;Mode(Identification);0;0;;;Mode(Steady)
77;295.0643317;-0.090759927;0;0.534188809;0.534188809;271.73875;-0.07109375;0;0;0;0;0;0;0;0;0.2666;0;1;1546371000;1.916531831;296.9808636;294.15;297.15;Mode(Identification);0;0;;;Mode(Steady)
78;294.9623585;-0.101973285;2147.442508;1;0.465811191;271.6732813;-0.06546875;0;0;510.2040816;20.49864428;530.7027259;2678.145234;1;1;0.2666;0.572508173;1;1546371900;2.018505116;296.9808636;294.15;297.15;Mode(Identification);-2147.442508;0;;;Mode(Steady)
79;294.9017326;-0.060625902;3099.113198;1;0;271.65;-0.02328125;0;0;510.2040816;20.49864428;530.7027259;3629.815924;1;0;0.2666;0.826223579;1;1546372800;2.079131018;296.9808636;294.15;297.15;Mode(Identification);-3099.113198;0;;;Mode(Steady)
80;294.9275995;0.025866912;3109.565959;1;0;271.668125;0.018125;0;0;510.2040816;20.49864428;530.7027259;3640.268685;1;0;0.2666;0.829010285;1;1546373700;2.053264107;296.9808636;294.15;297.15;Mode(Identification);-3109.565959;0;;;Mode(Steady)
81;294.9429139;0.01531443;3117.809358;1;0;271.705;0.036875;0;0;510.2040816;20.49864428;530.7027259;3648.512084;1;0;0.2666;0.831207975;1;1546374600;2.037949677;296.9808636;294.15;297.15;Mode(Identification);-3117.809358;0;;;Mode(Steady)
82;294.9693655;0.026451603;3125.045802;1;0;271.764375;0.059375;0;0;510.2040816;20.49864428;530.7027259;3655.748528;1;0;0.2666;0.833137211;1;1546375500;2.011498074;296.9808636;294.15;297.15;Mode(Identification);-3125.045802;0;;;Mode(Steady)
83;295.0028263;0.033460758;3132.147098;0;-1;271.85;0.085625;0;0;510.2040816;20.49864428;530.7027259;3662.849824;1;0;0.2666;0.835030416;0.006692851;1546376400;-0.652419108;294.3504072;294.15;297.15;Mode(Identification);-3132.147098;0;;;Mode(Steady)
84;295.0050085;0.002182188;0;0;0;271.95;0.1;0;0;0;0;0;0;0;-1;0.2666;0;0.006692851;1546377300;-0.654601296;294.3504072;294.15;297.15;Mode(Identification);0;0;;;Mode(Steady)
85;294.9345874;-0.070421086;0;0;0;272.05;0.1;0;0;0;0;0;0;0;0;0.2666;0;0.006692851;1546378200;-0.58418021;294.3504072;294.15;297.15;Mode(Identification);0;0;;;Mode(Steady)
86;294.8222931;-0.11229425;0;0.070434292;0.070434292;272.15;0.1;0;0;0;0;0;0;0;0;0.2666;0;1;1546379100;-0.471885959;294.3504072;294.15;297.15;Mode(Identification);0;0;;;Mode(Steady)
87;294.7144083;-0.107884823;1229.137717;0.15666129;0.086226998;272.25;0.1;0;0;510.2040816;20.49864428;530.7027259;1759.840443;1;1;0.2666;0.327688115;1;1546380000;-0.364001136;294.3504072;294.15;297.15;Mode(Identification);-1229.137717;0;;;Mode(Steady)
88;294.6238093;-0.090599016;1392.554182;0.235776296;0.079115006;272.35;0.1;0;0;510.2040816;20.49864428;530.7027259;1923.256908;1;0;0.2383;0.331845662;1;1546380900;-0.273402121;294.3504072;294.15;297.15;Mode(Identification);-1392.554182;0;;;Mode(Steady)
89;294.5417507;-0.082058622;1543.382629;0.319123656;0.08334736;272.45;0.1;0;0;510.2040816;20.49864428;530.7027259;2074.085355;1;0;0.2383;0.36778808;1;1546381800;-0.191343499;294.3504072;294.15;297.15;Mode(Identification);-1543.382629;0;;;Mode(Steady)
90;294.4711068;-0.070643855;1703.799101;0.400021052;0.080897396;272.55;0.1;0;0;510.2040816;20.49864428;530.7027259;2234.501827;1;0;0.2383;0.406015326;1;1546382700;-0.120699643;294.3504072;294.15;297.15;Mode(Identification);-1703.799101;0;;;Mode(Steady)
91;294.414672;-0.056434847;1861.47729;0.471326019;0.071304967;272.65;0.1;0;0;510.2040816;20.49864428;530.7027259;2392.180016;1;0;0.2383;0.443590038;1;1546383600;-0.064264796;294.3504072;294.15;297.15;Mode(Identification);-1861.47729;0;;;Mode(Steady)
92;294.3738481;-0.040823861;2002.935903;0.527693309;0.05636729;272.771875;0.121875;0;0;510.2040816;20.49864428;530.7027259;2533.638629;1;0;0.2383;0.477299626;1;1546384500;-0.023440935;294.3504072;294.15;297.15;Mode(Identification);-2002.935903;0;;;Mode(Steady)
93;294.3487642;-0.025083887;2117.483382;0.565660369;0.037967059;272.9166667;0.144791667;0;0;510.2040816;20.49864428;530.7027259;2648.186108;1;0;0.2383;0.50459629;1;1546385400;0.001642953;294.3504072;294.15;297.15;Mode(Identification);-2117.483382;0;;;Mode(Steady)
94;294.3372172;-0.011547044;2196.98949;0.585720395;0.020060027;273.053125;0.136458333;0;0;510.2040816;20.49864428;530.7027259;2727.692216;1;0;0.2383;0.523542596;1;1546386300;0.013189996;294.3504072;294.15;297.15;Mode(Identification);-2196.98949;0;;;Mode(Steady)
95;294.3356538;-0.001563385;2240.839942;0.591129636;0.005409241;273.15;0.096875;0;0;510.2040816;20.49864428;530.7027259;2771.542667;1;0;0.2383;0.533992158;1;1546387200;0.014753381;294.3504072;294.15;297.15;Mode(Identification);-2240.839942;0;;;Mode(Steady)
96;294.3396778;0.004023996;2253.824938;0.587322053;-0.003807583;273.1590625;0.0090625;0;0;510.2040816;20.49864428;530.7027259;2784.527664;1;0;0.2383;0.537086483;1;1546388100;0.010729385;294.3504072;294.15;297.15;Mode(Identification);-2253.824938;0;;;Mode(Steady)
97;294.3456775;0.005999692;2246.471258;0.579304836;-0.008017216;273.0908333;-0.068229167;0;0;510.2040816;20.49864428;530.7027259;2777.173984;1;0;0.2383;0.535334101;1;1546389000;0.004729693;294.3504072;294.15;297.15;Mode(Identification);-2246.471258;0;;;Mode(Steady)
98;294.3521878;0.006510366;2229.830896;0.569169455;-0.010135381;273.0021875;-0.088645833;0;0;510.2040816;20.49864428;530.7027259;2760.533622;1;0;0.2383;0.531368703;1;1546389900;-0.001780673;294.3504072;294.15;297.15;Mode(Identification);-2229.830896;0;;;Mode(Steady)
99;294.3588115;0.0066237;2209.213588;0.557488381;-0.011681074;272.95;-0.0521875;0;0;510.2040816;20.49864428;530.7027259;2739.916314;1;0;0.2383;0.526455598;1;1546390800;-0.008404373;294.3504072;294.15;297.15;Mode(Identification);-2209.213588;0;;;Mode(Steady)
100;294.3651776;0.006366047;2185.968943;0.544871608;-0.012616772;272.9345312;-0.01546875;0;0;510.2040816;20.49864428;530.7027259;2716.671669;1;0;0.2383;0.520916399;1;1546391700;-0.01477042;294.3504072;294.15;297.15;Mode(Identification);-2185.968943;0;;;Mode(Steady)
